run	-(I(V1)+I(V3))
7.350000000000000e+002	8.458162e-010
7.360000000000000e+002	4.692746e-009
7.370000000000000e+002	3.254921e-009
7.380000000000000e+002	5.660711e-010
7.390000000000000e+002	7.059018e-011
7.400000000000000e+002	6.931534e-009
7.410000000000000e+002	5.629028e-010
7.420000000000000e+002	1.633742e-008
7.430000000000000e+002	2.773209e-009
7.440000000000000e+002	4.145899e-009
7.450000000000000e+002	4.657334e-010
7.460000000000000e+002	2.299966e-009
7.470000000000000e+002	7.213376e-010
7.480000000000000e+002	4.102041e-008
7.490000000000000e+002	6.741284e-010
7.500000000000000e+002	1.093223e-009
7.510000000000000e+002	7.400183e-010
7.520000000000000e+002	1.204162e-008
7.530000000000000e+002	6.717596e-009
7.540000000000000e+002	3.080474e-008
7.550000000000000e+002	1.436231e-009
7.560000000000000e+002	1.100707e-009
7.570000000000000e+002	8.562943e-010
7.580000000000000e+002	1.124122e-009
7.590000000000000e+002	3.054478e-009
7.600000000000000e+002	1.312689e-008
7.610000000000000e+002	7.542336e-009
7.620000000000000e+002	1.008648e-009
7.630000000000000e+002	1.761562e-008
7.640000000000000e+002	7.919813e-010
7.650000000000000e+002	1.494359e-010
7.660000000000000e+002	2.526489e-009
7.670000000000000e+002	1.910305e-010
7.680000000000000e+002	2.031740e-010
7.690000000000000e+002	2.345537e-008
7.700000000000000e+002	1.236239e-009
7.710000000000000e+002	4.067736e-009
7.720000000000000e+002	2.002043e-009
7.730000000000000e+002	1.078526e-009
7.740000000000000e+002	4.213698e-009
7.750000000000000e+002	5.173935e-009
7.760000000000000e+002	4.659249e-008
7.770000000000000e+002	5.128003e-010
7.780000000000000e+002	1.733580e-009
7.790000000000000e+002	6.882827e-009
7.800000000000000e+002	2.170147e-009
7.810000000000000e+002	8.479012e-010
7.820000000000000e+002	2.789678e-009
7.830000000000000e+002	3.860276e-009
7.840000000000000e+002	9.277264e-010
7.850000000000000e+002	8.175727e-010
7.860000000000000e+002	1.706681e-009
7.870000000000000e+002	6.487881e-010
7.880000000000000e+002	9.181478e-009
7.890000000000000e+002	1.283230e-008
7.900000000000000e+002	2.224975e-008
7.910000000000000e+002	1.132484e-009
7.920000000000000e+002	3.850431e-009
7.930000000000000e+002	6.239701e-009
7.940000000000000e+002	9.470649e-010
7.950000000000000e+002	5.657073e-009
7.960000000000000e+002	1.519561e-009
7.970000000000000e+002	3.119087e-009
7.980000000000000e+002	1.979092e-009
7.990000000000000e+002	7.673585e-010
8.000000000000000e+002	7.472348e-010
8.010000000000000e+002	3.107850e-010
8.020000000000000e+002	2.534806e-008
8.030000000000000e+002	5.791519e-009
8.040000000000000e+002	1.275865e-010
8.050000000000000e+002	1.235672e-009
8.060000000000000e+002	6.437215e-009
8.070000000000000e+002	5.576454e-009
8.080000000000000e+002	4.838694e-009
8.090000000000000e+002	1.775391e-008
8.100000000000000e+002	3.327858e-009
8.110000000000000e+002	5.085786e-009
8.120000000000000e+002	7.448947e-009
8.130000000000000e+002	5.146745e-009
8.140000000000000e+002	2.470556e-009
8.150000000000000e+002	1.547485e-008
8.160000000000000e+002	1.531522e-009
8.170000000000000e+002	7.506225e-010
8.180000000000000e+002	2.071304e-009
8.190000000000000e+002	4.153117e-009
8.200000000000000e+002	3.933206e-010
8.210000000000000e+002	1.193199e-009
8.220000000000000e+002	6.881358e-009
8.230000000000000e+002	4.391581e-010
8.240000000000000e+002	1.619037e-008
8.250000000000000e+002	9.776418e-009
8.260000000000000e+002	1.944922e-009
8.270000000000000e+002	2.188597e-010
8.280000000000000e+002	1.390891e-009
8.290000000000000e+002	9.610381e-010
8.300000000000000e+002	1.630686e-008
8.310000000000000e+002	2.880131e-009
8.320000000000000e+002	6.514997e-009
8.330000000000000e+002	3.292217e-009
8.340000000000000e+002	2.031545e-009
8.350000000000000e+002	5.454550e-009
8.360000000000000e+002	1.654070e-009
8.370000000000000e+002	5.608491e-009
8.380000000000000e+002	1.632777e-009
8.390000000000000e+002	1.334375e-009
8.400000000000000e+002	1.434675e-008
8.410000000000000e+002	6.403086e-010
8.420000000000000e+002	5.066821e-009
8.430000000000000e+002	1.779870e-009
8.440000000000000e+002	5.637887e-010
8.450000000000000e+002	1.288580e-009
8.460000000000000e+002	1.844296e-010
8.470000000000000e+002	2.423284e-009
8.480000000000000e+002	1.055340e-009
8.490000000000000e+002	2.624409e-009
8.500000000000000e+002	3.849555e-009
8.510000000000000e+002	5.721670e-009
8.520000000000000e+002	1.433329e-009
8.530000000000000e+002	1.454158e-008
8.540000000000000e+002	8.607701e-009
8.550000000000000e+002	2.024359e-009
8.560000000000000e+002	1.055012e-009
8.570000000000000e+002	2.220039e-009
8.580000000000000e+002	1.148352e-009
8.590000000000000e+002	1.197265e-009
8.600000000000000e+002	1.566398e-009
8.610000000000000e+002	5.321014e-009
8.620000000000000e+002	1.416153e-009
8.630000000000000e+002	2.187773e-010
8.640000000000000e+002	7.520744e-009
8.650000000000000e+002	5.043266e-009
8.660000000000000e+002	1.290574e-008
8.670000000000000e+002	2.385726e-009
8.680000000000000e+002	7.584690e-010
8.690000000000000e+002	8.706372e-009
8.700000000000000e+002	3.311927e-008
8.710000000000000e+002	2.906726e-010
8.720000000000000e+002	1.787759e-009
8.730000000000000e+002	2.236321e-008
8.740000000000000e+002	3.721595e-009
8.750000000000000e+002	3.797255e-009
8.760000000000000e+002	1.277638e-009
8.770000000000000e+002	6.158692e-010
8.780000000000000e+002	9.685632e-010
8.790000000000000e+002	2.238849e-009
8.800000000000000e+002	9.394585e-011
8.810000000000000e+002	2.211501e-008
8.820000000000000e+002	4.778753e-009
8.830000000000000e+002	4.831276e-009
8.840000000000000e+002	1.328816e-009
8.850000000000000e+002	6.440562e-010
8.860000000000000e+002	1.349026e-009
8.870000000000000e+002	9.674516e-010
8.880000000000000e+002	8.406672e-009
8.890000000000000e+002	2.150594e-009
8.900000000000000e+002	2.237486e-009
8.910000000000000e+002	3.183716e-008
8.920000000000000e+002	2.968384e-010
8.930000000000000e+002	3.419367e-009
8.940000000000000e+002	5.072668e-009
8.950000000000000e+002	4.074989e-009
8.960000000000000e+002	1.591891e-009
8.970000000000000e+002	7.224127e-010
8.980000000000000e+002	3.621084e-009
8.990000000000000e+002	2.704129e-009
9.000000000000000e+002	4.580574e-009
9.010000000000000e+002	8.197081e-009
9.020000000000000e+002	9.776411e-010
9.030000000000000e+002	8.900152e-009
9.040000000000000e+002	6.175659e-009
9.050000000000000e+002	5.407217e-010
9.060000000000000e+002	1.557254e-008
9.070000000000000e+002	5.202322e-010
9.080000000000000e+002	6.248777e-009
9.090000000000000e+002	1.868251e-008
9.100000000000000e+002	1.282021e-009
9.110000000000000e+002	7.993116e-009
9.120000000000000e+002	3.414576e-009
9.130000000000000e+002	4.238973e-009
9.140000000000000e+002	7.811334e-009
9.150000000000000e+002	2.832091e-009
9.160000000000000e+002	5.359101e-010
9.170000000000000e+002	1.200679e-009
9.180000000000000e+002	1.071276e-008
9.190000000000000e+002	4.606369e-009
9.200000000000000e+002	2.204823e-009
9.210000000000000e+002	2.717243e-009
9.220000000000000e+002	1.255211e-008
9.230000000000000e+002	2.695846e-009
9.240000000000000e+002	4.156425e-009
9.250000000000000e+002	7.954086e-009
9.260000000000000e+002	5.820719e-010
9.270000000000000e+002	2.616496e-008
9.280000000000000e+002	1.237695e-008
9.290000000000000e+002	9.794172e-009
9.300000000000000e+002	1.691594e-009
9.310000000000000e+002	5.147958e-009
9.320000000000000e+002	2.650106e-009
9.330000000000000e+002	9.400296e-010
9.340000000000000e+002	2.375189e-008
9.350000000000000e+002	1.984516e-009
9.360000000000000e+002	6.641331e-009
9.370000000000000e+002	1.451524e-008
9.380000000000000e+002	1.360959e-008
9.390000000000000e+002	1.003138e-009
9.400000000000000e+002	2.179953e-008
9.410000000000000e+002	4.067407e-010
9.420000000000000e+002	3.952264e-009
9.430000000000000e+002	6.989809e-010
9.440000000000000e+002	1.054642e-009
9.450000000000000e+002	4.764388e-009
9.460000000000000e+002	7.552184e-010
9.470000000000000e+002	1.162953e-008
9.480000000000000e+002	2.642611e-009
9.490000000000000e+002	2.267502e-009
9.500000000000000e+002	7.755404e-010
9.510000000000000e+002	1.319215e-009
9.520000000000000e+002	3.214073e-008
9.530000000000000e+002	3.191369e-009
9.540000000000000e+002	1.890166e-009
9.550000000000000e+002	1.017807e-009
9.560000000000000e+002	1.960938e-009
9.570000000000000e+002	6.910238e-010
9.580000000000000e+002	1.423741e-009
9.590000000000000e+002	2.398127e-010
9.600000000000000e+002	3.207115e-009
9.610000000000000e+002	2.355150e-008
9.620000000000000e+002	4.166514e-009
9.630000000000000e+002	2.849186e-009
9.640000000000000e+002	1.101283e-009
9.650000000000000e+002	2.124636e-009
9.660000000000000e+002	6.872268e-010
9.670000000000000e+002	7.991222e-009
9.680000000000000e+002	6.669234e-009
9.690000000000000e+002	6.802112e-010
9.700000000000000e+002	2.089789e-009
9.710000000000000e+002	7.193635e-009
9.720000000000000e+002	4.450900e-009
9.730000000000000e+002	1.914014e-009
9.740000000000000e+002	3.188265e-009
9.750000000000000e+002	6.082993e-009
9.760000000000000e+002	9.918319e-010
9.770000000000000e+002	2.939255e-009
9.780000000000000e+002	1.424994e-009
9.790000000000000e+002	2.254644e-009
9.800000000000000e+002	1.081008e-009
9.810000000000000e+002	3.517810e-010
9.820000000000000e+002	1.535714e-009
9.830000000000000e+002	6.418856e-009
9.840000000000000e+002	1.084922e-009
9.850000000000000e+002	3.739946e-009
9.860000000000000e+002	2.667683e-010
9.870000000000000e+002	1.750565e-008
9.880000000000000e+002	6.699730e-010
9.890000000000000e+002	3.460712e-009
9.900000000000000e+002	4.148572e-009
9.910000000000000e+002	4.212651e-010
9.920000000000000e+002	5.697373e-010
9.930000000000000e+002	1.198030e-008
9.940000000000000e+002	1.128153e-008
9.950000000000000e+002	8.679826e-010
9.960000000000000e+002	4.332190e-009
9.970000000000000e+002	3.171267e-008
9.980000000000000e+002	2.879067e-009
9.990000000000000e+002	2.198610e-009
1.000000000000000e+003	3.039584e-009
